MIB1,DNAJC3,DDIT4,PDP2
HPGDS,PLEKHH1,JAG1,TET1
OLR1,RIT1,CARD11,TUBE1
NTNG1,CCNL2,CDC27,BBX
ZFHX4,MYH15,CMTM6,NDRG1
RHBDL3,KNDC1,ADGRE4P,ZBTB38
ZNF789,CASP8AP2,Blank-1878,SEPT14
SH3PXD2B,TIPARP,PPM1L,PLEKHH1
RAB11FIP1,SOX13,NOS1,ANO4
ANXA8L1,ZNF83,ICK,N4BP2
C7orf50,STMN1,PTDSS1,DISP2
ATP10D,KCTD11,SLC12A7,DNAJC25
GAS6,SORBS1,TIFA,MTHFD2P1
PWAR6,ZNF217,Blank-2425,ATMIN
YWHAEP7,DPY19L2P1,NLRP3,ADGRL4
KRT18P28,ZNF367,KCNIP3,CEP85L
FAM174B,VPS8,ARRDC4,Blank-1259
SLITRK4,ITGA3,PNLIPRP2,MAB21L3
OGFRL1,TXNIP,DDX20,UNK
C4orf32,FDXACB1,PPM1F,BTG1
HPSE,CSRNP1,SEC24D,RHBDF2
MTSS1,EMB,DNMBP,FOXA3
Blank-0557,C1orf198,DCAF4L1,SLC7A6
SMAD6,A2M,SOCS4,SSR4P1
PLA2G4E,UPP1,SERBP1,PCDH17
SUSD6,MSH5,KLB,RGMB
MRGPRX3,ZC3H12A,GPR4,WNT5B
SPTLC2,ABCG1,KDM5B,FER1L6
MTHFD2P1,CHKA,OLR1,EPG5
CSRNP1,ENG,Blank-1630,FUT9
PHC2,ANKRD62,SIX2,CHORDC1
ARID5A,MUC15,MOK,RWDD1
Blank-0832,NOTCH1,RBM14,SYNC
SLC43A3,UHRF1BP1,Blank-1737,SLC40A1
CNTN3,DPYSL4,TAF1D,POLH
Blank-1951,HIST1H2BN,NTRK1,ANTXR2
ANO4,VSIG1,KLF15,PPP1R3C
MAPRE2,HDAC2,MYH3,HAS2
RPL10,KAT2B,MAN2B2,AKAP2
KCNC1,NRAV,MTHFD1L,Blank-2598
WSCD1,ATL3,CBX8,ARSJ
MAGEL2,C6orf118,GPSM2,RPL13
HBEGF,PAQR4,PPP1R10,SETDB2
PCDHB18P,HOXB2,C2orf69,MTND4P14
WHAMMP2,DENND3,SLC38A4,Blank-2382
PROCA1,SAMD9,COL11A1,ETV6
SEMA6A,PABPN1,HPGDS,QSOX1
TMEM40,BIRC3,ORAI2,HOXB9
NID1,SMIM8,FSCN1,HOXB2
ZNF566,ITPRIP,COL17A1,KLHL18
CLDN1,USP53,TRIM25,IL7R
ANKRD20A19P,ANO5,UFSP1,BCL2
Blank-1006,BICD1,RHBDF2,Blank-2238
FAM171A1,Blank-1314,ACSL3,CCDC88A
PLCB4,ITGB3,ZNF503,RIT1
SYT2,DOLK,FAR2P1,ARHGAP28
C17orf49,KLF17,TEF,FGFR1OP
RAB6B,TMTC1,GLIPR1,BCL11B
MYOZ2,BARD1,TRIM65,HDAC2
CORO2A,ASAP2,CDC42EP2,HIST1H2BN
OXTR,CSPG4P12,MCAM,SLC35E4
MCM8,CHSY3,PTRH2,PRR5
ITGAV,Blank-1460,UBASH3B,NACA
BRINP1,KIAA1841,METTL6,NOTCH4
PRRX1,CCDC66,NT5C1A,PGRMC2
EGR1,STPG1,TMEM92,ZNRF3
OAS1,RPA4,AIPL1,ZCCHC24
Blank-0188,GNAI2,MTND5P12,MN1
TRA2B,HMBOX1,ENOSF1,UPP1
CEP295NL,FUT9,PVRL1,SORD
SYPL1,PDLIM3,PDCD6IP,NAV3
RBPMS2,ALS2CL,EPHB3,NR6A1
CACHD1,HP1BP3,TAGLN,COL5A2
LOX,PCDHGA9,MAP7,MTBP
MTURN,Blank-0722,WARS,Blank-2250
PEG3,EPHA8,BIRC2,SORBS1
MAML2,ZNF33B,FRAS1,MOXD1
Blank-0655,DNM1,CCSAP,RASD2
SLC27A2,FAXC,ERICD,C5orf56
ANK1,AEBP1,VLDLR,INSL4
STK39,ANKRD6,Blank-0596,AATK
CBLB,TLDC1,KC6,Blank-0215
PADI3,Blank-1122,DCLK3,TRAPPC13
TRAM2,CSPG5,SLC16A2,ENTPD7
Blank-1978,DNM3OS,FZD7,RNF122
LMBRD2,HNRNPC,ADGRG6,HOTAIR
COL9A2,UBP1,IGFBP5,SERBP1
DHRS3,VMP1,PODXL2,GAS2L1P2
CHDH,MYRIP,PRR5,CDC42EP3
ATXN1,TIGD6,FOXC1,METTL8
FBN2,LIN7A,SEC24A,RPL38
Blank-0643,TCF4,BEND3,CTDP1
NAP1L3,SLC16A12,OAS1,IRF2BPL
ERAP2,NEK10,RBBP4,Blank-0952
ASS1P9,COX20,NFATC2,Blank-2256
MMP16,TGIF1,DTX4,ERCC1
PCYOX1L,HIST2H2BE,NRIP1,NLK
DNAJC22,KDSR,PGM2L1,RBM48P1
ANXA2,BNIP3L,KCNK5,KLF3
ZC3H12C,MEF2C,GPR63,USP14
PDIA3,CACNG8,ZNF792,NAV2
SOX8,CORO2B,SLC2A1,HTR1D
DYNC1LI2,MIR22HG,Blank-0643,EIF4A2
CLDN15,CBLB,SRSF6,C1QTNF6
MAML3,ILDR2,TMEM179,HNRNPL
Blank-2566,TPPP,KLF10,USF2
EPB41L3,C5AR1,MYH16,AHRR
ERG,ZNF665,CROCC,ANXA4
SFMBT2,VGLL4,Blank-2037,MAP4
MED12L,IFI16,LPAR1,ATXN1
C10orf10,LRRK1,NUDCD3,ZPR1
GNAI1,EPHA5,DCBLD2,ATP2A2
SLC7A7,UBE2D4,Blank-0583,COL18A1
KCNK13,NOTCH3,NCLP1,EXTL3
MAFK,CCDC14,ZNF853,TAX1BP1
Blank-1483,CHSY1,KLHL23,SIX1
XIRP1,APOL6,ZNF165,CAMK1D
POTEC,KIFC3,TMEM19,RNF19B
FLNB,POLR2J3,SLC10A5,ENTPD4
DDX60,PTP4A1,ARHGAP30,TRAK2
Blank-2042,Blank-0704,MPRIP,SORT1
ADAM23,SLC46A3,CXADR,GTF2A1
THNSL2,SNX5,CEACAM5,EBF1
KIRREL2,HELLS,Blank-0356,Blank-0561
SRD5A3,MMP15,PLXDC2,PNLIPRP2
CHRNA9,GLS,ADGRL3,LAMTOR3
SPAG1,INTS3,Blank-1487,BLACAT1
Blank-1558,RAB27B,ETV5,SHFM1
MTND5P12,EEF1B2P8,DHRS2,TNFRSF1B
SPAG17,DTNA,HOXD1,ZNF717
GXYLT2,FLVCR2,RPL13,MMP14
TMEM38B,RBM5,FLG2,ADAT2
EXOSC9,TMEM47,TMEM189,COL25A1
PLEKHA4,CTGF,PDE1C,BAZ2B
Blank-2568,GOLGA2P5,LRP8,Blank-2248
SRPX2,SLIT2,LRRN4,AGMAT
TJP2,TMX3,BOC,EIF5A2
AEBP1,RIMS2,ST6GALNAC6,LRRC75B
PDCD5,IL12A,GPRC5B,RPS14
ZNF333,KLF13,ROR2,OTUD1
EML1,COX18,SEMA5A,GFPT2
STYK1,PILRB,Blank-9076,CCT5
DBET,PLEKHO1,SLC9A1,SMAD3
CTNNAL1,PARD6B,BHLHE41,MEF2D
WBSCR17,MKI67P1,KCNG3,NAV1
MSI1,PHF21B,RNASET2,SALL4
PDCD6IP,MARCH6,MPP4,ADGRL3
ZNF283,HUNK,GABBR2,Blank-2326
DYSF,SNHG14,EFEMP1,DHRS1
LPIN1,KBTBD11,ZNF860,PHLDA1
ZNF623,UNKL,NRAV,BCAT1
ZNF367,SLC9A1,ZNF814,LTBP2
ITGBL1,HTRA1,DCHS2,PFKP
IL1RAPL1,ACRC,IL17RD,TMOD3
HSPA12A,Blank-2324,TAX1BP1,MGAM
FRMD6,C1RL,LRRC8C,ST6GALNAC5
CEP295,SPATA33,Blank-1526,SLC7A1
DNAJC6,DOCK4,HAS2,RPL27A
NPAS2,MEGF11,RWDD1,ZNF503
CAMK1D,RNF144A,FAM101B,ANKRD30A
BARD1,ZNF559,CNGB1,TBC1D4
HNRNPL,Blank-2361,GTSE1,UGCG
SOX5,USP37,DCST2,AKT1S1
SLC9A2,ZNF844,LAMC2,ZNF607
SH3PXD2A,FAM132B,COL4A1,EHD3
SLC38A6,SLC18A2,CDK14,HEATR1
CXXC4,TEX19,BNIP2,ALS2CL
CYP2R1,DUSP5,Blank-1214,SP8
DOCK9,GP6,TMEM87B,RNF217
DFNA5,NDUFB5,ZNF141,MIR137HG
PKD1L2,A4GALT,Blank-0259,RASA3
AK4,HAS3,SCN1B,TOX3
NANS,ZNF354B,BCAT1,USP3
SCEL,SP100,TONSL,METTL21B
CSRP1,BMP2,DUSP5,TWISTNB
C1orf106,Blank-1270,Blank-0651,XPC
CD274,BCL2,ATP6V1C1,MYH3
IRF2BP2,NEIL3,PRKCD,Blank-1855
RER1,LZTS1,FZR1,ELK3
TSHZ1,C2orf70,DOCK2,AIM1
ELFN1,ZNF697,ITPRIPL2,TCTE3
DPY19L1,ATXN1,ERO1L,WDR17
HS6ST2,MYBL1,HGFAC,ZNF33B
STXBP6,ZMIZ1,GPR39,GDF9
GATS,TTC14,GARS,WDR19
DTX4,SMAD9,DTL,HSPA4
BAZ2B,FOXF1,TLR4,AHNAK2
ELF1,IFIH1,OVGP1,PLEKHG3
ARNT2,PCDHB18P,ZNF680,SPOCK1
B4GALNT4,DNAH1,Blank-0182,MEGF11
PRICKLE1,NEDD9,KIF14,Blank-9076
CXADR,RUNX2,Blank-2332,MDM2
LMAN1,HNF4A,CHRDL1,SH3RF3
NDFIP2,FAM210B,ZNF395,Blank-0595
CPO,KIFC1,Blank-1270,Blank-0488
SNX5,COL13A1,C1QL4,BBS12
RNF125,WTAPP1,FAM110B,CYP20A1
VAV1,TPBG,SDK2,ST6GALNAC6
ZFP82,RANGAP1,UCN2,CBLB
ZNF718,FRAT2,SLC16A10,CD109
SLC4A4,SDC4,PTPN13,Blank-1273
AGRN,HSPBAP1,EIF4A2,RPS24
Blank-1648,SUSD5,RUNX1,DNAH1
Blank-0110,ATF7IP2,PRICKLE2,DOCK4
DMRT3,ACAP3,Blank-2525,NOVA2
MTUS1,SATB2,FGFR1,NFASC
Blank-2238,PURG,FGD5,DAZAP1
RBFOX3,PKD1L2,SLAMF9,Blank-1124
TRPC3,FBXO22,HYPK,Blank-1460
FAXC,TRA2B,PSMG4,COL9A2
QSOX1,ARL6IP6,ZNF454,KCNK5
MAP1B,TNFSF4,SLC20A1,EN2
FGD5,LNPEP,C9orf16,PDE1C
YPEL1,FAH,ZNRF3,PGBD4
SH2B2,KCNB1,LRRN1,ADM2
ABCB1,PPP1R14C,ZPR1,GSTM4
SLC30A1,AEN,AP5Z1,C19orf68
CDH2,TRIB1,MAT2A,ALDH3B1
CHMP1B,FAM3C,HOXC13,SLITRK5
H2AFY,ATAD5,DDX58,CCR6
B3GALT5,ERBB2IP,KIF21B,NELFCD
TTYH1,C16orf96,PDIA3,ZNF91
ARHGAP6,MFSD6,MPZL3,MYLK2
HSD11B2,MNS1,CHAC1,DAW1
BEND3,GRIN2B,GPR3,SP110
EPHX1,GTF2A1,PRUNE2,BATF3
UGP2,TTC3,Blank-1309,SAMD4A
TMTC1,SLCO4C1,MARC1,NUDT4
IPO5P1,CCDC15,SLC39A4,FAM65C
EIF4E,NXF3,DPYSL3,CPO
RPRD1A,NCAPD2P1,DENND2A,ATF7IP2
HCN2,KRCC1,SLC16A9,TPP1
TIPARP,LONRF1,SPAG1,RNF125
POPDC2,Blank-1384,RPL10,SERPINB7
C5orf56,NASP,KCNMA1,KIAA1549L
SERPINH1,SLC43A2,CCR6,Blank-1276
Blank-0469,SYT17,DDX24,MLLT11
CTBP1,TRIM2,ANKRD28,RBMS3
KIFC3,SAMD4A,Blank-0694,TRIM65
PGM3,GBP1,SOX6,DCK
KCNIP3,ZBTB7C,TSKU,ZNF623
RAB7B,SETBP1,PRMT3,ISPD
RBMS3,HOXA11,GNB4,HHAT
CASP10,CMIP,NUFIP2,RFESD
RAI2,CYFIP2,SYT16,CPEB2
NOD1,POLI,PFKFB4,NOTCH1
PTPRN2,KDM7A,VDR,CARS
Blank-2326,ARHGAP18,PRKAR2B,RSPO3
IGFBP5,N4BP3,ENC1,VAMP1
PET100,ZC3H12C,ADAM19,FAM117B
DCAF12L1,EIF4EBP2,EXOSC9,SLC17A5
TXNRD3,PPP1R1C,AGO1,STXBP1
Blank-0339,RPL6P8,RSAD1,Blank-1571
ADAM19,FAM208A,HERPUD1,Blank-0885
ADAMTS12,DNAJC6,PEPD,CCBE1
FOXC1,SLC6A6,LRIG1,COPS2
DNASE1L1,HNMT,CYB5A,EDA2R
MARCH6,MGAM,CYP2S1,ZNF766
RGS4,PKD1L1,PRMT7,NCOA7
SYT9,DCP2,NTNG1,HOXA2
ACTR1B,GDF9,GUCY1A2,KCNMA1
BHLHE41,DDX58,C4orf19,EPB41L2
NEFL,ATOH8,PLOD2,NR2C2
COL16A1,COL25A1,TPBG,VSIG1
CSRP2,DDX31,DPPA4,MMP19
FKBP5,YJEFN3,PGRMC2,DDX10
DYNC2H1,THNSL2,THY1,NRIP3
LAMB1,ATP2B4,SEL1L,Blank-1210
CYP3A43,ZSWIM6,Blank-9275,CYFIP2
BDKRB2,DNASE1L1,IL27RA,FHDC1
STC1,ZNF607,TMED10,TBX3
CHST1,RPSA,GPD1L,Blank-1926
ADRA2C,ZNF354A,ZBTB38,Blank-2443
MATR3,PIM1,NAT16,NIPAL1
LINGO2,FAM221A,SPA17,ARRDC4
FAM114A1,Blank-1307,SMURF2,NPHP1
PCNXL2,ALPP,HNMT,SNX30
TMOD1,WHAMMP2,CCDC7,BMP4
CDYL2,PIK3CG,SAMD15,LCP1
PBX1,HYPK,NIPAL4,CDH8
SEMA6C,RGS16,CCND3,GTPBP10
SLC2A10,Blank-1233,APH1B,GPT2
PVRL4,PP2D1,CTDP1,DUSP16
ADGRD1,C8orf4,GPT2,METTL6
ADCY7,PGBD5,GINS2,RGS4
COX20,FBXL20,WDR73,PARD3B
ARNTL2,SLC27A4,AHDC1,MAST4
DRAM1,MMP9,FAM171A1,Blank-1648
CYFIP2,TOR1B,C3orf58,ARMCX1
PAG1,CA13,DNAJA4,LRP11
AQP11,P3H2,CIT,SOX17
CSPG4P12,SEMA6C,EFNB3,CYP2W1
TLL1,KCTD8,FOXD4L5,DTWD1
CARS,DNAJB2,ZNF442,RHOJ
RNF24,ARHGAP12,SLC38A1,RPA4
HK2P1,NACA,CTSB,Blank-1805
CHSY1,ARHGAP31,WNK2,YPEL2
HIST2H2BE,NPAS2,RPLP1,Blank-1127
TMEM179,BTN3A1,WNT7A,SDK1
TTC6,PDK4,RCOR2,TNFSF4
ZSWIM4,MTSS1,CHST6,MTCL1
OPHN1,EBF3,ARHGEF19,PABPC5
SYTL2,CRELD2,ALCAM,BIRC2
NGFR,LSS,PFKP,ADAMTS17
DOCK10,BRD9,GXYLT1,PMEPA1
THRB,ENDOV,NDUFC1,Blank-0859
TEK,CKAP2L,BNIP3,TMEM40
RNF144B,KDM4D,ZNF204P,PGM5
DENND3,RASAL2,TSEN2,SNHG15
CABP1,GPR155,NRP2,NRIP1
TMEM133,FAM114A1,ITGA2,FSTL1
Blank-2425,SLC25A37,ATP2A2,DCP1B
POLR2J4,ZKSCAN3,CLDN12,CNIH3
DRAXIN,TMTC2,H2AFJ,ALDH7A1
NPY1R,AACSP1,KBTBD8,CLIP3
ADGRE4P,ZNF704,HES1,MGAT3
SORT1,ATP2B1,AIM1L,NOP16
INSIG1,XKR9,AFG3L2,TMEM167A
POLH,TMEM145,JADE2,BMP7
PLAT,ELFN1,PRICKLE1,FAM153B
GNB4,C22orf46,GPM6B,BICD1
FAM221A,ME1,NEU3,SLC18A2
SEMA7A,HSF2BP,HAUS6P2,FAR2P1
TUB,ZFAND5,COL8A1,VPS8
SLC25A37,PNLDC1,Blank-2026,SESN2
Blank-2497,NAV3,THRB,IDI1
AACSP1,AGPAT5,LYRM4,SLC27A2
TMEM42,KCTD12,ELF5,TSC22D1
NOV,PAPD5,STX1B,FBLIM1
EHD2,NABP1,MBLAC2,Blank-1878
TRIM26,LPL,TRAM1,CHGB
Blank-1140,EDNRA,Blank-1276,SH3PXD2A
MYO7A,ZNF383,DIXDC1,CNTNAP2
HERPUD1,ST6GALNAC3,CHKA,ARNT2
MAOB,PASK,TRAK2,ATP6V1C1
C10orf11,FKBP5,PLCB4,ZNF883
MMS22L,PXDN,CYP3A43,DDX24
PABPC5,EDEM1,SHANK2,LIPH
ABLIM1,KIAA2012,SYT7,NXF3
DDX60L,CSRP2BP,PDK1,CSNK2A1
CXCL14,TNN,KIF20B,CACNB4
DCP1B,ZNF284,C1orf220,UCA1
Blank-0815,SVIL,ALDH7A1,KRT8P41
CHST3,ZNF850,PET100,NASP
DOCK2,FHDC1,DNAJC3,IER5L
IP6K3,CD59,IPO5P1,MEDAG
TRABD2B,ANKRD36B,RAB7B,Blank-2361
NLGN4X,C4BPB,TAB3,KCTD11
LAMP3,PROCA1,AGT,RUFY3
SOX4,RPL6P29,PARK2,ZNF100
ZMAT3,LPIN1,Blank-2566,ANKRD6
ERBB2IP,TRPS1,ULBP1,KLHL15
STEAP2,PDE7A,ADH6,BNIP2
KDELC2,GGT5,TNS4,EPHA5
IPO5,CD96,HOXB3,WBSCR17
NATD1,CCR10,TTYH2,ERG
FAM214B,RTN4R,CCBE1,ANKRD36BP2
CHIT1,VAMP1,TUB,Blank-1307
ATP6V1E2,FZD2,UBE2D4,USP9Y
ENDOD1,TICRR,TTC14,STAC
PDLIM1,C1orf106,CD274,PKM
HR,NOD1,KCNF1,LMCD1
PHTF1,ADCY7,KIF18A,TMTC1
ITGB1,PARD3B,WDR76,DDX60L
SLC2A11,HEXIM1,CHAF1A,KCNG1
C6orf118,TMEM236,PLK1,ERI1
Blank-0259,SLITRK4,MTHFD2,PKI55
ADAMTS15,MCC,MAGOHB,FGFR1
CLGN,PSTPIP2,NPM1P13,ZBTB2
KIAA1211,MRE11A,COL18A1,CCNJP1
ALPP,SLC35G1,Blank-0657,WDFY2
SLC2A1,TSKU,NDE1,ZNF695
ZNF354B,RTKN2,PHF10,GRAMD1C
Blank-9228,LTBP3,FAM43A,AGPAT4
Blank-0158,CMYA5,CA12,TEX19
TRIM13,SLC2A11,STRA6,ONECUT2
Blank-1737,MAML2,ZNF789,ARHGEF19
RBM14,ARL4A,NSUN7,CD160
CXorf67,ISL2,PPA1,PURG
RFX4,NOV,G3BP1,LRRN4
IFIH1,BMPR1B,MUC15,PID1
EEA1,CD180,VANGL1,SH2B3
GRAMD1C,TRPM6,RNF157,ITGB1
RASSF9,NR1D1,UBE2K,DCBLD1
INADL,ESM1,PELI2,TNS3
MPRIP,CHORDC1,C6orf3,MARCH9
ZXDA,LACC1,Blank-0469,NFATC1
KRT15,PHC2,NUDT21,PLK1
STAMBPL1,CEP152,C17orf49,TPD52L2
OLMALINC,KIF11,IRF1,PGM2L1
KCNA3,SMAD3,ITGB1BP1,TXNDC2
MAP6D1,SCARB2,SGK223,ITPRIP
RNF213,ENOSF1,MUC12,PTRH2
ZNF80,P2RY1,ZFP30,SGK1
RAPH1,NEK7,ADGRG2,IER5
Blank-2598,TNFRSF9,GPC4,RPL37
COL8A1,WDR19,MCM5,LSS
FAM214A,RASSF5,CD209,ZFPM2
SLC36A4,TSPAN5,PDLIM5,FAT4
ARMCX1,FIGN,EPB41L2,PPM1F
CHST6,RHOU,FAM210A,PHF10
PHF21B,ZNF474,SYN2,SLC39A10
STPG1,ERO1LB,Blank-2250,ZNF251
SYN1,SCD5,SVIL,FAM84B
C1orf220,CENPI,ZNF844,PER2
PDZD2,MNT,ST6GAL1,TSEN2
FAM101B,HAPLN3,Blank-1284,RPS3
PCDH7,ERC2,SOGA1,GPM6B
ZNF502,ARHGEF19,TRIB1,CHST9
TNS4,ZNF672,SDPR,PITPNA
SNHG14,EFNB1,PCNXL2,PLEKHA2
SSBP3,RAB36,PHACTR3,LIN28B
SLC37A2,KLHL3,HSD17B2,Blank-2291
RAB3D,MMP17,PAPD5,YPEL1
FOXF2,POLD3,XPOTP1,OSBPL3
PTGS2,RPS3,ZXDA,HNRNPDL
MAP7,MFAP2,KDM4D,SNRPD1
KIAA0895,SH3PXD2B,CCNE2,AP5Z1
ME3,Blank-0561,Blank-0949,Blank-1934
MTBP,RPS24,HOXA2,DPYSL2
SYT12,MYH16,CACNA2D4,ZNF10
SPCS3,RASL11B,TXNRD3,HSD17B12
EMP1,ARRDC3,PIM1,PGBD2
PDCD1LG2,LIF,CASS4,C2CD2
DBNL,Blank-0110,Blank-0832,SOCS3
GAS2L1P2,PTPRM,DNAJB9,HIC2
PLAGL1,TBC1D10A,ATP1B2,NECAB1
CEP128,TRIM26,PCYOX1,RASSF3
TAP1,DNAJB11,ZNF766,ARL10
COLCA1,ZFPM2,SOAT1,DDIAS
DIAPH2,SYNPO,YWHAEP7,Blank-2373
CMTM6,MAML3,PTGIS,PRKAB2
TNFRSF21,FN1,MITF,HADH
ASTN2,OSR1,ACTBL2,BMP6
RSPO3,NCAPG,KIRREL2,ADAM19
PCLO,NCAM1,RNF217,TMEM189
GBP1,DTX4,THOC5,S100A1
DCK,COL5A1,RNF24,ARL17A
RHOBTB3,SCN4B,Blank-0952,PHACTR2
PHACTR2,ANKRD36BP2,HTR1D,PSMG4
Blank-1444,CCDC69,KCNA3,DGKH
Blank-1309,CCDC7,GJC1,TLL1
GPM6B,LMAN1,RPSA,Blank-0063
ANKRD33B,SRD5A3,CTSV,DOCK5
PDLIM5,APBA1,ZNF99,FAM60A
PRPS1L1,MUC12,GNL1,TBC1D12
ARHGAP31,PANX1,SLC25A29,C8orf46
GXYLT1,Blank-1204,BORA,FAM109B
EFCAB13,ZNF778,AEN,ADARB1
WDR5,TMEM56,MYO5B,RPRD1A
EFNB1,Blank-1444,ARPC5,SOX4
SLC1A3,MAGOHB,TMEM200A,LTBP3
GREB1,ABCC2,MEF2D,SLC26A2
IDS,FAM169A,Blank-2291,FZD3
F2RL2,PTPRB,RHOJ,Blank-0596
TIMP3,TRDMT1,SH3RF1,POLQ
FRMD3,GRTP1,ADGRD1,UCN2
ATP2B1,SLC35F3,RDH10,PDLIM2
TBC1D12,PTER,RAB27B,B4GALT6
GP6,KDM5B,TRIM13,RAB3D
GTPBP10,LEPR,LHX6,CTSV
LGI2,LDLR,B3GALT5,RASGEF1B
GRHL3,MAGEL2,TLE1,SPARC
ARHGAP25,FAM111B,BRI3,FAM46C
GOPC,INSIG2,PKD1L1,KLB
SYCP2,MPEG1,CAGE1,NFIB
Blank-1630,NR5A2,GLB1L3,Blank-0677
ICA1,PTPN2,SEMA3A,NR5A2
JADE1,SOX6,TMEM38B,ACRC
GVINP1,FAM109B,Blank-0677,DGKK
PRUNE2,ZNF878,PCCB,CHRDL1
DPPA4,AIF1L,TRABD2B,ABL2
BICD1,AKAP6,Blank-1127,KRT75
SLC16A10,PLK2,SHISA9,KCTD5
TCAF1,PROX1,DLC1,KDM7A
KLF9,CHTOP,Blank-2204,PARD6B
MBNL3,Blank-2258,TRIM61,OSBPL6
WDR83OS,TMEM38B,HHIP,FN1
TM7SF3,OAS3,IDH1,WDR73
POM121,CRISPLD2,CAMK1G,TRIB3
DNM3OS,SLC36A4,NR4A3,WDR83OS
EPAS1,PWAR5,TBC1D16,TRAF5
DDO,DTL,SERPINE1,EXD1
NBEAP1,IL15,TRMT6,FAM169A
CAMTA1,APOLD1,IL6R,ZNF204P
GAP43,PPHLN1,MIR17HG,PGBD5
BMS1P1,ATP6V1C1,CCRL2,EGFR
ST6GALNAC2,CCDC71L,PRPS1L1,PNMA2
SERTAD1,BCL11B,TMEM144,DLG3
NCAM2,MMP16,EXD1,PARP15
CYP4F35P,MAN1B1,BACE2,ATXN7L1
PPP1R1C,MZF1,ALPK1,IKBIP
PLOD1,ZC3HAV1,HRH4,Blank-1747
GOLIM4,ITSN1,STARD8,TMOD1
COA1,DTWD1,KLHL3,Blank-2568
GFRA1,XYLT1,C1orf226,EFCAB13
NKD1,PIWIL3,Blank-2256,Blank-1487
ICOSLG,PCDHGB5,ADRB2,C1R
TGM2,RFESD,Blank-0365,UNC119
Blank-1499,ZNF662,PTPRN2,MYRIP
PTK2,AK3,Blank-1124,DFNA5
FBXW7,IER5L,TRAF5,CDH2
WRN,FGD4,RAI2,SOCS4
Blank-0595,PGBD2,GNAI1,HKDC1
VGF,ACTG1P15,PDE7A,OPHN1
TLN2,COL16A1,Blank-0007,PRKCA
TRMT6,FAR2P2,RPL38,BNIP3
C3orf67,TIAM1,LINGO2,DYNLT1
CDHR1,SLC27A2,PRR5L,MAP2
CD160,RNF152,TMEM200B,HSD17B2
STARD13,TMEM133,UBTF,HOXD1
ADAMTSL1,FBXO48,BHLHE40,ELOVL6
DAB2,CACNB4,TIMP2,TMEM145
RHOU,SHFM1,MAPRE2,PIK3C2B
ARRB1,PPM1K,ITPRIP,LYPD1
SATB2,ZNF404,SLC19A2,CD177
SSU72,RASSF2,MMP17,FAM83E
SLC23A2,COL6A3,ELOVL6,STPG1
Blank-0698,GLI2,ASPH,FAM195A
TMEM236,ALPK2,KIAA0895,ARHGAP26
DAZAP1,PABPC4L,NPY1R,MAGOHB
SCN4B,SNX19,VAPA,UGP2
FAM110B,CDC6,LIN28B,DLEU7
MMP2,TGFBR3,CHST11,STARD13
SDF4,CUEDC1,FAM153B,ZNF430
CBX2,PIP5K1B,MIR22HG,DOCK9
ABL2,CABP1,PBX1,VCL
ELL2P1,SDC2,NAV2,PCDHA2
NCS1,Blank-0231,MAP3K1,HDAC5
WARS,Blank-0488,NOVA2,PLXDC2
RASL11B,RAB33B,PSTPIP2,MARCH4
GSTM4,SEL1L,SYP,CDH13
Blank-2525,SORBS2,NPHP1,COX18
ACTBL2,Blank-1940,B4GALNT4,CEP152
RNF152,KLHL15,NFATC1,DUSP10
MEGF10,TIMP2,ANKRD33B,ITGAX
CHCHD7,LRIG1,PMFBP1,SLC22A18
BMP5,CSMD1,PGBD4,NEBL
GALNT7,METTL8,PDGFRA,CAGE1
NUDCD3,ANKRD36,CSRP2BP,ACSL1
TMEM74,MAP3K5,CHCHD7,Blank-1558
MFSD6,CSTF3,PLK2,TRA2B
MSNP1,RIN2,TIPARP,S1PR1
ANKRD13A,RBM48P1,ANTXR2,ZSWIM4
CYP4F22,ATXN7L1,TRPV2,MACF1
CDC42BPG,KLF6,TJP3,KRT18P59
CCL28,PLEK,DGKG,IDH1
ME1,PAPPA,CDC6,SAMD15
LTB4R,IRF1,ATP6V1B2,PRKACB
CMYA5,GLIS2,SPOCK1,ADAM12
ST3GAL1,RAPH1,TGFA,NBEAP1
ENDOV,MARK1,BRD9,C16orf87
CSMD3,PCDHB5,ANKRD6,Blank-1951
RGS16,HSPA12A,FAM126A,NEFL
ZFP92,Blank-2042,ZSWIM6,ZNF878
Blank-0117,ZXDA,KIAA0226L,ANAPC11
ACER2,MANBA,CDH23,Blank-0007
EDN1,CBX5,B3GNT3,Blank-2240
TSC22D1,TSPAN14,MEDAG,RUNX2
NHS,LIN28B,RTN4,CAMK2D
TMEM200B,SLC16A2,PPAP2C,Blank-1526
TMEM200A,KATNAL1,ZC3HAV1,CYP4F35P
NEBL,LBH,KCNK6,Blank-0423
NOS2,MTUS1,TTK,TSHZ1
PTBP3,SLC7A7,POM121,DHX9P1
C2CD3,BLACAT1,POLR2J4,CCDC3
SPPL2A,SERPINI1,AIM1,TRIM25
HOXD1,RNF122,KLHL4,PDZRN3
KCNB1,MEF2D,COLCA1,LIF
HOXA13,RPL36A,ANXA8L1,MAT2A
Blank-2037,ZNF276,HAS3,UGT1A7
ITGB3,RABGGTB,ZNF736,KLF17
Blank-2258,AMPH,ICOSLG,KCNK6
DUSP10,PHACTR3,PIK3AP1,NFYA
TMEM185B,TTC6,NHS,CACNG8
DDR2,SNHG15,FOXA3,PRDM1
