  0	  9
  1	  8
  2	  3
  3	  3
  4	  9
  5	  4
  6	  8
  7	  9
  8	  6
  9	  9
 10	  9
 11	  8
 12	  5
 13	  6
 14	  9
 15	  8
 16	  4
 17	  5
 18	  9
 19	  8
 20	  9
 21	  2
 22	 11
 23	  9
 24	  9
 25	  8
 26	  2
 27	  6
 28	  8
 29	 10
 30	  2
 31	  2
 32	  8
 33	  9
 34	  9
 35	  9
 36	  8
 37	  3
 38	  3
 39	  8
 40	  2
 41	  9
 42	  6
 43	  6
 44	  9
 45	  6
 46	  8
 47	  3
 48	  4
 49	  3
 50	  9
 51	  8
 52	  6
 53	  9
 54	  6
 55	  9
 56	  3
 57	  9
 58	  8
 59	  3
 60	  6
 61	  2
 62	  6
 63	  9
 64	  4
 65	  8
 66	  9
 67	  9
 68	  8
 69	  2
 70	  8
 71	  5
 72	  9
 73	 11
 74	  4
 75	  3
 76	  9
 77	  2
 78	  2
 79	  2
 80	  2
 81	  9
 82	  3
 83	  8
 84	  6
 85	  9
 86	  2
 87	  0
 88	  8
 89	  2
 90	  8
 91	  0
 92	  4
 93	  9
 94	  4
 95	  4
 96	  2
 97	  2
 98	  6
 99	  6
100	  4
101	  9
102	  2
103	  6
104	  6
105	  9
106	  9
107	  2
108	  5
109	  6
110	  4
111	  6
112	  6
113	  9
114	  3
115	  2
116	  9
117	  1
118	  8
119	  6
120	  6
121	  8
122	  2
123	  7
124	  2
125	  4
126	  8
127	  8
128	  9
129	  2
130	  5
131	  8
132	  6
133	  2
134	  9
135	  0
136	  8
137	  9
138	  6
139	  6
140	  3
141	  9
142	 11
143	  9
144	  6
145	  9
146	  9
147	  9
148	  9
149	  9
150	  4
151	  4
152	  2
153	  8
154	  9
155	  8
156	  3
157	  9
158	  7
159	  2
160	  2
161	  6
162	  9
163	  8
164	  6
165	  8
166	  8
167	  4
168	  2
169	  8
170	  8
171	  8
172	  6
173	  9
174	  9
175	  2
176	  6
177	  2
178	  2
179	  9
180	  4
181	  2
182	  6
183	  6
184	  8
185	  3
186	  6
187	  4
188	  8
189	  6
190	  6
191	  5
192	  2
193	  9
194	  6
195	  9
196	  0
197	  6
198	  9
199	  2
200	  9
201	  2
202	  4
203	  9
204	  9
205	  2
206	  2
207	  4
208	  8
209	  5
210	  8
211	  8
212	  6
213	  2
214	  4
215	  0
216	  8
217	  9
218	  8
219	  9
220	  9
221	  2
222	  2
223	  2
224	  4
225	  6
226	  9
227	  8
228	  2
229	  2
230	  6
231	  0
232	  7
233	  9
234	  2
235	  2
236	  8
237	  6
238	  6
239	  9
240	  9
241	  6
242	  5
243	  6
244	  2
245	  6
246	  2
247	  6
248	  9
249	  5
250	  5
251	  9
252	  6
253	  5
254	  4
255	  9
256	  8
257	  8
258	  6
259	  9
260	  2
261	  8
262	  6
263	  5
264	  4
265	  5
266	  9
267	  6
268	  2
269	  6
270	  5
271	  6
272	  3
273	  4
274	  8
275	  2
276	  7
277	  9
278	  9
279	  8
280	  2
281	  8
282	  5
283	  4
284	  9
285	  8
286	  4
287	  3
288	  6
289	  5
290	  7
291	  8
292	  8
293	  8
294	  9
295	  2
296	  2
297	  5
298	  5
299	  6
300	  7
301	  2
302	  4
303	 11
304	  9
305	  8
306	  6
307	  8
308	  6
309	  6
310	  8
311	  5
312	  6
313	  5
314	  2
315	  5
316	  6
317	  3
318	  9
319	  4
320	  6
321	  3
322	  6
323	  4
324	  9
325	  2
326	  9
327	  6
328	  9
329	  2
330	  7
331	  9
332	  2
333	  6
334	 10
335	  4
336	  6
337	  8
338	  2
339	  9
340	  0
341	  1
342	  9
343	  6
344	  3
345	  9
346	  6
347	  6
348	  8
349	  8
350	  8
351	  5
352	  2
353	  9
354	  6
355	  6
356	  9
357	  2
358	  8
359	  4
360	  6
361	  5
362	  9
363	  8
364	  2
365	  6
366	  3
367	  3
368	  4
369	  4
370	  3
371	  6
372	  8
373	  2
374	  5
375	  3
376	  9
377	  9
378	  6
379	  8
380	  0
381	  4
382	  8
383	  6
384	  2
385	  6
386	  4
387	  5
388	  4
389	  6
390	  5
391	  9
392	  8
393	  4
394	  9
395	  9
396	 10
397	  9
398	  9
399	  8
400	  5
401	  2
402	 11
403	  6
404	  9
405	  0
406	  9
407	  9
408	  6
409	  9
410	  0
411	  6
412	  3
413	  2
414	  3
415	  6
416	  4
417	  9
418	  2
419	  6
420	  9
421	  6
422	  2
423	  9
424	  6
425	  9
426	  2
427	  5
428	  5
429	  6
430	  8
431	  4
432	  8
433	  4
434	  6
435	  2
436	  8
437	  0
438	  0
439	  6
440	  6
441	  2
442	  9
443	  5
444	  8
445	  9
446	  8
447	  3
448	  6
449	  6
450	  6
451	  4
452	  2
453	  9
454	  9
455	  8
456	  9
457	  6
458	  6
459	  7
460	  6
461	  6
462	  6
463	  0
464	  2
465	  6
466	  6
467	  8
468	  2
469	  2
470	  8
471	  8
472	  0
473	  6
474	  6
475	  4
476	  4
477	  2
478	  2
479	  4
480	  2
481	  9
482	  0
483	  4
484	  5
485	  5
486	  5
487	  4
488	  8
489	  8
490	  2
491	  9
492	  4
493	  8
494	  6
495	  5
496	  2
497	  4
498	  6
499	  6
500	  7
501	  8
502	  9
503	  4
504	  5
505	  4
506	  3
507	  5
508	  9
509	  4
510	  2
511	  8
512	  9
513	  3
514	  3
515	  5
516	  2
517	  2
518	  3
519	  4
520	  5
521	  9
522	  6
523	  9
524	  2
525	  6
526	  9
527	  5
528	  2
529	  9
530	  2
531	  9
532	  6
533	  3
534	  9
535	  9
536	  5
537	  9
538	  9
539	  4
540	  6
541	  8
542	  8
543	  7
544	  3
545	  7
546	  8
547	 11
548	  6
549	  8
550	  5
551	  8
552	  2
553	  6
554	  9
555	  5
556	  9
557	  9
558	  3
559	  7
560	  3
561	  4
562	  9
563	  9
564	  6
565	  7
566	  5
567	  6
568	  6
569	 10
570	  6
571	  5
572	  5
573	  8
574	  2
575	  2
576	  9
577	  4
578	  3
579	  9
580	  6
581	  9
582	  8
583	  3
584	  6
585	  8
586	  4
587	  9
588	  9
589	  4
590	  1
591	  8
592	  6
593	  9
594	  8
595	  0
596	  2
597	  2
598	  8
599	  9
600	  4
601	  9
602	  5
603	  3
604	  3
605	  6
606	  9
607	  7
608	  8
609	  6
610	  9
611	  5
612	  3
613	  6
614	  3
615	  6
616	 10
617	  3
618	  9
619	  2
620	  7
621	  5
622	  9
623	  6
624	  2
625	  3
626	  6
627	  5
628	  5
629	  2
630	  6
631	  3
632	  0
633	  2
634	  5
635	  3
636	  6
637	 10
638	  3
639	  9
640	  0
641	 11
642	  5
643	  5
644	  9
645	  9
646	  8
647	  3
648	  7
649	  5
650	  8
651	  5
652	  3
653	 10
654	  6
655	  6
656	  3
657	  6
658	  6
659	  6
660	  3
661	  3
662	  7
663	  6
664	  3
665	  9
666	  8
667	  7
668	  0
669	 11
670	  6
671	  7
672	  5
673	  6
674	  6
675	  8
676	  6
677	  6
678	  9
679	  6
680	  9
681	  7
682	 10
683	  2
684	  5
685	 10
686	  9
687	  5
688	  0
689	  6
690	  5
691	  3
692	  3
693	  5
694	  4
695	  2
696	  9
697	  9
698	  5
699	 11
700	  9
701	  6
702	  8
703	  6
704	  8
705	  9
706	  9
707	  5
708	  5
709	  2
710	  6
711	  3
712	  6
713	  3
714	  6
715	  5
716	  6
717	  2
718	  3
719	  6
720	  9
721	  6
722	  2
723	  5
724	  5
725	  5
726	  2
727	 11
728	  6
729	  9
730	  3
731	  3
732	  3
733	  3
734	  8
735	  8
736	  6
737	  9
738	  2
739	  5
740	  2
741	  7
742	  4
743	  5
744	 11
745	  9
746	  8
747	  2
748	  3
749	  6
750	  5
751	  9
752	  0
753	  6
754	  7
755	  6
756	  4
757	  6
758	 10
759	  5
760	  6
761	  6
762	  4
763	  3
764	 11
765	  6
766	  5
767	  0
768	  3
769	  6
770	  5
771	  2
772	  7
773	  3
774	  6
775	  4
776	  0
777	  4
778	  8
779	  5
780	  9
781	  3
782	  6
783	  2
784	  9
785	  8
786	  5
787	  3
788	  8
789	  9
790	  2
791	 10
792	  6
793	  9
794	  8
795	  8
796	  2
797	  9
798	  3
799	  3
800	  3
801	  8
802	  9
803	  6
804	 11
805	  6
806	  6
807	  8
808	  5
809	  9
810	  7
811	  3
812	  6
813	  9
814	  5
815	  4
816	  9
817	  4
818	  9
819	  3
820	  9
821	  5
822	  3
823	  2
824	  9
825	  6
826	  6
827	  5
828	  3
829	  8
830	  0
831	  6
832	  6
833	  3
834	  6
835	  5
836	 11
837	  6
838	  9
839	  6
840	  4
841	  9
842	  0
843	  3
844	  2
845	  9
846	  6
847	  7
848	  0
849	  6
850	  9
851	 10
852	  4
853	  9
854	  3
855	  7
856	  2
857	  4
858	  5
859	  4
860	  8
861	  4
862	  3
863	  5
864	  7
865	  2
866	  0
867	  2
868	 11
869	  8
870	  4
871	  8
872	  2
873	  5
874	  9
875	  3
876	 11
877	  3
878	  0
879	 11
880	  6
881	  5
882	  6
883	  6
884	  3
885	 11
886	  0
887	  9
888	  9
889	  5
890	  6
891	  6
892	  6
893	  8
894	  9
895	  1
896	  6
897	  5
898	  7
899	 11
900	  9
901	  6
902	  8
903	  6
904	  6
905	  5
906	  0
907	  2
908	  8
909	  4
910	  7
911	 10
912	  9
913	  9
914	  6
915	 11
916	  7
917	  9
918	  8
919	  5
920	  6
921	  2
922	  5
923	  2
924	  6
925	  0
926	  3
927	  6
928	  1
929	  5
930	  5
931	  9
932	  4
933	 11
934	  9
935	  5
936	  6
937	  5
938	  6
939	  4
940	  3
941	  2
942	  6
943	  2
944	 11
945	  4
946	  4
947	  6
948	  4
949	  5
950	  6
951	  8
952	 11
953	  4
954	  9
955	  9
956	  4
957	  6
958	  2
959	  6
960	  5
961	  4
962	  3
963	  3
964	  9
965	  3
966	  5
967	  6
968	  0
969	  6
970	  0
971	  9
972	  3
973	  9
974	  5
975	  0
976	  3
977	  8
978	  3
979	  3
980	  9
981	  6
982	  6
983	  9
984	  2
985	  8
986	  1
987	  6
988	  9
989	  4
990	  5
991	  9
992	  6
993	  3
994	  4
995	  9
996	  2
997	  5
998	  4
999	  9
1000	  3
1001	  5
1002	  5
1003	  1
1004	  6
1005	  6
1006	  9
1007	  6
1008	  1
1009	  3
1010	  6
1011	  5
1012	  8
1013	  6
1014	  5
1015	  0
1016	  8
1017	  3
1018	  6
1019	  4
1020	  9
1021	  4
1022	  3
1023	  5
1024	  2
1025	  4
1026	  3
1027	  9
1028	  0
1029	  3
1030	  7
1031	  6
1032	  2
1033	  4
1034	  3
1035	  8
1036	  4
1037	  6
1038	  6
1039	  3
1040	  6
1041	  5
1042	  0
1043	  5
1044	  5
1045	  2
1046	  6
1047	  9
1048	  6
1049	  2
1050	  9
1051	  3
1052	  5
1053	  6
1054	  4
1055	  5
1056	  2
1057	  6
1058	  2
1059	  3
1060	  5
1061	  6
1062	  2
1063	  3
1064	  7
1065	  2
1066	 11
1067	  6
1068	  3
1069	  9
1070	 10
1071	  9
1072	  4
1073	  2
1074	  3
1075	  2
1076	  0
1077	  4
1078	  8
1079	  6
1080	  2
1081	  6
1082	  4
1083	  2
1084	  6
1085	  5
1086	 11
1087	  6
1088	  3
1089	  2
1090	  8
1091	  2
1092	  4
1093	  8
1094	  4
1095	  3
1096	  4
1097	  2
1098	  6
1099	  0
1100	  8
1101	 11
1102	  6
1103	  9
1104	  5
1105	  3
1106	  3
1107	 11
1108	  3
1109	  0
1110	  9
1111	  6
1112	  9
1113	  5
1114	  3
1115	  9
1116	 11
1117	  5
1118	  5
1119	  4
1120	  5
1121	  5
1122	  3
1123	 11
1124	  8
1125	  4
1126	  4
1127	  5
1128	  5
1129	  5
1130	  5
1131	  3
1132	  4
1133	  8
1134	  4
1135	  0
1136	  6
1137	  5
1138	 11
1139	  2
1140	  5
1141	  8
1142	  5
1143	  3
1144	  5
1145	  9
1146	  9
1147	  4
1148	  7
1149	  4
1150	  7
1151	  0
1152	  5
1153	  6
1154	  3
1155	  6
1156	  2
1157	 11
1158	  3
1159	  5
1160	  6
1161	  3
1162	  0
1163	  5
1164	  6
1165	  5
1166	 11
1167	  9
1168	  3
1169	  4
1170	  9
1171	  6
1172	  6
1173	  0
1174	  5
1175	  2
1176	  4
1177	  2
1178	  9
1179	  0
1180	  9
1181	  8
1182	  6
1183	  5
1184	  7
1185	  6
1186	  6
1187	  0
1188	  8
1189	  6
1190	  5
1191	  2
1192	  6
1193	  8
1194	  5
1195	  3
1196	  3
1197	  9
1198	  2
1199	  1
1200	  9
1201	  3
1202	  3
1203	  6
1204	  0
1205	  5
1206	  0
1207	  6
1208	  6
1209	  6
1210	 11
1211	  7
1212	  2
1213	  5
1214	  3
1215	  6
1216	  0
1217	  6
1218	 11
1219	  5
1220	  9
1221	  9
1222	  5
1223	  7
1224	  8
1225	  6
1226	  6
1227	  4
1228	  3
1229	  9
1230	  5
1231	  6
1232	  3
1233	  9
1234	  5
1235	  4
1236	  0
1237	  5
1238	  3
1239	  7
1240	  8
1241	 11
1242	 10
1243	  5
1244	  6
1245	  0
1246	  3
1247	  9
1248	  8
1249	  2
1250	  6
1251	 11
1252	 10
1253	  4
1254	  4
1255	  5
1256	  0
1257	  5
1258	 11
1259	  5
1260	  9
1261	  4
1262	  8
1263	  8
1264	  4
1265	  9
1266	  3
1267	  2
1268	  3
1269	  3
1270	  9
1271	  0
1272	  3
1273	  9
1274	  9
1275	  3
1276	  5
1277	  3
1278	  5
1279	  4
1280	  2
1281	 10
1282	  6
1283	  3
1284	  4
1285	  1
1286	  5
1287	  6
1288	  4
1289	  5
1290	  6
1291	  8
1292	  6
1293	  2
1294	  3
1295	  6
1296	  7
1297	  3
1298	  9
1299	  2
1300	  5
1301	 11
1302	  4
1303	  5
1304	  6
1305	  3
1306	  1
1307	 11
1308	  1
1309	  5
1310	 11
1311	  6
1312	  3
1313	  1
1314	  3
1315	  3
1316	  5
1317	  5
1318	  2
1319	  6
1320	  6
1321	  0
1322	  3
1323	  6
1324	  9
1325	  8
1326	  9
1327	  9
1328	  5
1329	  5
1330	  8
1331	  5
1332	  0
1333	  9
1334	  3
1335	  5
1336	  0
1337	 11
1338	  6
1339	  3
1340	  6
1341	  6
1342	  2
1343	 11
1344	  5
1345	  3
